drug_index,drug,smiles,murcko_scaffold,split_group,has_murcko_scaffold,n_positive,scaffold_fold
465,adapalene,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,c1cc(-c2ccc3ccccc3c2)cc(C23CC4CC(CC(C4)C2)C3)c1,c1cc(-c2ccc3ccccc3c2)cc(C23CC4CC(CC(C4)C2)C3)c1,True,14,5
466,perindopril,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.CC(C)(C)N,C1CCC2NCCC2C1,C1CCC2NCCC2C1,True,30,0
467,exemestane,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,True,63,9
468,dexmedetomidine,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,c1ccc(Cc2cnc[nH]2)cc1,c1ccc(Cc2cnc[nH]2)cc1,True,38,3
469,dexmethylphenidate,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,c1ccc(Cc2cnc[nH]2)cc1,c1ccc(Cc2cnc[nH]2)cc1,True,17,3
470,cidofovir,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,O=c1nccc[nH]1,O=c1nccc[nH]1,True,22,1
471,meropenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O,O=C1CC2CC(SC3CCNC3)=CN12,O=C1CC2CC(SC3CCNC3)=CN12,True,16,8
472,temoporfin,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)CC1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)CC1,True,22,4
473,ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=CC(=O)O)C(=O)O,c1ccccc1.c1ccccc1,c1ccccc1.c1ccccc1,True,23,7
474,saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,O=C(CNC(=O)c1ccc2ccccc2n1)NC(CCN1CCC2CCCCC2C1)Cc1ccccc1,O=C(CNC(=O)c1ccc2ccccc2n1)NC(CCN1CCC2CCCCC2C1)Cc1ccccc1,True,62,4
475,aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,True,62,1
476,remifentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl,c1ccc(NC2CCNCC2)cc1,c1ccc(NC2CCNCC2)cc1,True,78,8
477,tiotropium.bromide,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-],O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,True,11,2
478,duloxetine,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,c1csc(COc2cccc3ccccc23)c1,c1csc(COc2cccc3ccccc23)c1,True,230,6
479,pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O,O=c1nc[nH]c2[nH]cc(CCc3ccccc3)c12,O=c1nc[nH]c2[nH]cc(CCc3ccccc3)c12,True,51,6
480,ibandronic.acid,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,,ACYCLIC::CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,False,45,6
481,ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,True,236,3
482,olopatadine,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,C=C1c2ccccc2COc2ccccc21,C=C1c2ccccc2COc2ccccc21,True,17,6
483,levosimendan,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,O=C1CCC(c2ccccc2)=NN1,O=C1CCC(c2ccccc2)=NN1,True,6,7
484,adefovir.dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,c1ncc2nc[nH]c2n1,c1ncc2nc[nH]c2n1,True,17,3
485,emtricitabine,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,O=c1ncccn1C1CSCO1,O=c1ncccn1C1CSCO1,True,46,8
486,eprosartan,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O,C(=Cc1cncn1Cc1ccccc1)Cc1cccs1,C(=Cc1cncn1Cc1ccccc1)Cc1cccs1,True,15,6
487,capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,O=c1ncccn1C1CCCO1,O=c1ncccn1C1CCCO1,True,136,1
488,doxycycline,CC1C2C(C3C(C(=O)C(=C(N)[O-])C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4[O-])[O-])O)N(C)C)[O-].[Ca+2].[Ca+2],C=C1C(=O)CC2CC3Cc4ccccc4C=C3C(=O)C2C1=O,C=C1C(=O)CC2CC3Cc4ccccc4C=C3C(=O)C2C1=O,True,44,4
489,urofollitropin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,True,84,5
490,fluticasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,True,53,8
491,trovafloxacin,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,O=c1ccn(-c2ccccc2)c2nc(N3CC4CC4C3)ccc12,O=c1ccn(-c2ccccc2)c2nc(N3CC4CC4C3)ccc12,True,11,3
492,valganciclovir,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1NC(=NC2=O)N)N,O=c1nc[nH]c2[nH]cnc12,O=c1nc[nH]c2[nH]cnc12,True,74,4
493,plerixafor,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,True,27,5
494,bendamustine,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,c1ccc2[nH]cnc2c1,c1ccc2[nH]cnc2c1,True,54,3
495,colestilan,CC1=NC=CN1.C1C(O1)CCl,C1CO1.c1c[nH]cn1,C1CO1.c1c[nH]cn1,True,47,3
496,reboxetine,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,c1ccc(OC(c2ccccc2)C2CNCCO2)cc1,c1ccc(OC(c2ccccc2)C2CNCCO2)cc1,True,45,2
497,lercanidipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,O=C(OCCNCCC(c1ccccc1)c1ccccc1)C1=CNC=CC1c1ccccc1,O=C(OCCNCCC(c1ccccc1)c1ccccc1)C1=CNC=CC1c1ccccc1,True,52,1
498,telmisartan,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,c1ccc(-c2ccc(Cn3cnc4ccc(-c5nc6ccccc6[nH]5)cc43)cc2)cc1,c1ccc(-c2ccc(Cn3cnc4ccc(-c5nc6ccccc6[nH]5)cc43)cc2)cc1,True,107,8
499,zoledronic.acid,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,c1c[nH]cn1,c1c[nH]cn1,True,125,5
500,brinzolamide,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,O=S1(=O)NCCc2ccsc21,O=S1(=O)NCCc2ccsc21,True,17,1
501,acamprosate,CC(=O)NCCCS(=O)(=O)O,,ACYCLIC::CC(=O)NCCCS(=O)(=O)O,False,169,2
502,ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,O=C(Nc1ccccc1)C1CCCCN1,O=C(Nc1ccccc1)C1CCCCN1,True,87,1
503,nebivolol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,True,13,3
504,dofetilide,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,c1ccc(CCNCCOc2ccccc2)cc1,c1ccc(CCNCCOc2ccccc2)cc1,True,16,2
505,lanreotide,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N.CC(=O)O,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccc3ccccc3c2)CSSCCN1,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccc3ccccc3c2)CSSCCN1,True,13,8
506,iloperidone,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1,c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1,True,28,5
507,voriconazole,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1,c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1,True,154,3
508,darifenacin,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,c1ccc(C(c2ccccc2)C2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,c1ccc(C(c2ccccc2)C2CCN(CCc3ccc4c(c3)CCO4)C2)cc1,True,27,5
509,rifaximin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,True,24,7
510,bleomycin,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-],O=C(CCCNC(=O)C(NC(=O)c1ccncn1)C(OC1OCCCC1OC1CCCCO1)c1cnc[nH]1)NCC(=O)NCCc1nc(-c2nccs2)cs1,O=C(CCCNC(=O)C(NC(=O)c1ccncn1)C(OC1OCCCC1OC1CCCCO1)c1cnc[nH]1)NCC(=O)NCCc1nc(-c2nccs2)cs1,True,5,8
511,gemifloxacin,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,True,31,8
512,doripenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O,O=C1CC2CC(SC3CCNC3)=CN12,O=C1CC2CC(SC3CCNC3)=CN12,True,17,8
513,telithromycin,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)C2CC(=O)CCCC(OC2CCCCO2)C1,O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)C2CC(=O)CCCC(OC2CCCCO2)C1,True,12,9
514,atovaquone,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,O=C1C(=O)c2ccccc2C=C1C1CCC(c2ccccc2)CC1,O=C1C(=O)c2ccccc2C=C1C1CCC(c2ccccc2)CC1,True,39,6
515,frovatriptan,CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,c1ccc2c3c([nH]c2c1)CCCC3,c1ccc2c3c([nH]c2c1)CCCC3,True,106,6
516,eletriptan,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1,O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1,True,199,4
517,paricalcitol,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,C(C=C1CCCC2CCCC12)=C1CCCCC1,C(C=C1CCCC2CCCC12)=C1CCCCC1,True,53,7
518,rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,True,20,0
519,bexarotene,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,C=C(c1ccccc1)c1ccc2c(c1)CCCC2,C=C(c1ccccc1)c1ccc2c(c1)CCCC2,True,141,6
520,agomelatine,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,c1ccc2ccccc2c1,c1ccc2ccccc2c1,True,7,7
521,muromonab-CD3,C(C[Ge](=O)O[Ge](=O)CCC(=O)O)C(=O)O,,ACYCLIC::O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O,False,56,9
522,bortezomib,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,O=C(NCCc1ccccc1)c1cnccn1,O=C(NCCc1ccccc1)c1cnccn1,True,78,8
523,nelarabine,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,c1ncc2ncn(C3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,True,72,9
524,rasburicase,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OC3C(OC(C3O)N4C=CC(=O)NC4=O)CO)O)O,O=c1ccn(C2CC(O[PH](=O)OCC3CCC(n4ccc(=O)[nH]c4=O)O3)CO2)c(=O)[nH]1,O=c1ccn(C2CC(O[PH](=O)OCC3CCC(n4ccc(=O)[nH]c4=O)O3)CO2)c(=O)[nH]1,True,25,5
525,fulvestrant,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,c1ccc2c(c1)CCC1C2CCC2CCCC21,c1ccc2c(c1)CCC1C2CCC2CCCC21,True,42,9
526,raltitrexed,CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O,O=c1nc[nH]c2ccc(CNc3cccs3)cc12,O=c1nc[nH]c2ccc(CNc3cccs3)cc12,True,38,0
527,levodopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1CC(C(=O)O)N)O)O,c1ccccc1.c1ccccc1,c1ccccc1.c1ccccc1,True,25,7
528,fotemustine,CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC,,ACYCLIC::CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,False,7,8
529,bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,True,44,9
530,fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl,c1ccccc1,c1ccccc1,True,35,0
531,vardenafil,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,True,12,4
532,tadalafil,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2,O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2,True,43,4
533,eslicarbazepine,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,c1ccc2c(c1)CCc1ccccc1N2,c1ccc2c(c1)CCc1ccccc1N2,True,8,8
534,paliperidone,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,True,74,2
535,nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],O=C1CCCC(=O)C1C(=O)c1ccccc1,O=C1CCCC(=O)C1C(=O)c1ccccc1,True,13,4
536,clofarabine,C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl,c1ncc2ncn(C3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,True,87,9
537,valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,c1ccc(-c2conc2-c2ccccc2)cc1,c1ccc(-c2conc2-c2ccccc2)cc1,True,16,7
538,tenofovir.disoproxil,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C,c1ncc2nc[nH]c2n1,c1ncc2nc[nH]c2n1,True,56,3
539,ustekinumab,CC1(N=C(N=C(N1OCCCOC2=CC(=C(C=C2Cl)Cl)Cl)N)N)C.Cl,C1=NC=NCN1OCCCOc1ccccc1,C1=NC=NCN1OCCCOc1ccccc1,True,35,0
540,retigabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,c1ccc(CNc2ccccc2)cc1,c1ccc(CNc2ccccc2)cc1,True,32,6
541,iodine.ioflupane.(123I),COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I,c1ccc(C2CC3CCC(C2)N3)cc1,c1ccc(C2CC3CCC(C2)N3)cc1,True,11,6
542,rasagiline,C#CCNC1CCC2=CC=CC=C12,c1ccc2c(c1)CCC2,c1ccc2c(c1)CCC2,True,194,4
543,romiplostim,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,True,11,6
544,travoprost,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,C(=CC1CCCC1)CCOc1ccccc1,C(=CC1CCCC1)CCOc1ccccc1,True,81,6
545,almotriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,True,84,5
546,eptifibatide,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,O=C1CCSSCCNC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)CNC(=O)CN1,O=C1CCSSCCNC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)CNC(=O)CN1,True,17,3
547,fondaparinux,COC1C(C(C(C(O1)COS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)COS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC5C(C(C(C(O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],C1CCC(OC2CCC(OC3CCC(OC4CCC(OC5CCCOC5)OC4)OC3)OC2)OC1,C1CCC(OC2CCC(OC3CCC(OC4CCC(OC5CCCOC5)OC4)OC3)OC2)OC1,True,70,5
548,caspofungin,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O,O=C1CCCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CN1,O=C1CCCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CN1,True,108,7
549,gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1,True,65,0
550,desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,True,17,9
551,desvenlafaxine,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,c1ccc(CC2CCCCC2)cc1,c1ccc(CC2CCCCC2)cc1,True,42,9
552,pregabalin,CC(C)CC(CC(=O)O)CN,,ACYCLIC::CC(C)CC(CN)CC(=O)O,False,536,4
553,bimatoprost,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,C(=CC1CCCC1)CCCc1ccccc1,C(=CC1CCCC1)CCCc1ccccc1,True,38,2
554,rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,c1ccc(Cn2ccnn2)cc1,c1ccc(Cn2ccnn2)cc1,True,49,4
555,rosuvastatin,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,c1ccc(-c2ccncn2)cc1,c1ccc(-c2ccncn2)cc1,True,25,2
556,olmesartan.medoxomil,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,O=C(OCc1coc(=O)o1)c1cncn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,O=C(OCc1coc(=O)o1)c1cncn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,61,3
557,fosamprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)C3=CC=C(C=C3)N.[Ca+2],O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1CCOC1,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1CCOC1,True,27,4
558,abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,C1=C2CCCCC2C2CCC3C(c4cccnc4)=CCC3C2C1,C1=C2CCCCC2C2CCC3C(c4cccnc4)=CCC3C2C1,True,33,2
559,febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,c1ccc(-c2nccs2)cc1,c1ccc(-c2nccs2)cc1,True,18,9
560,pomalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,True,59,4
561,posaconazole,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1,True,36,6
