model,fold,drug_index,drug_name,positive_count,AP,AUROC,nDCG@10,P@15,R@15,rare_AP,middle_AP,frequent_AP,nonhot100_AP,top15_hot_fraction,top_ranked_true_positives,top_ranked_nonhot_true_positives
CAFNet,0,330,riluzole,265,0.3986900747264933,0.63632787224681,0.6936634693435662,0.6,0.033962264150943396,0.08586388481695553,0.26048185733932505,0.5085079710274623,0.3000970440632671,1.0,headache; diarrhoea; nausea; asthenia; abdominal pain,injury; eczema; amblyopia; skin disorder; urethral disorder
CAFNet-D,0,330,riluzole,265,0.48298058405291167,0.7393586458575975,0.8701249883466594,0.6,0.033962264150943396,0.13012483259872673,0.2720898455043628,0.5633925174212849,0.4002916937203208,1.0,nausea; headache; vomiting; dizziness; diarrhoea,gastritis; injury; abnormal dreams; migraine; amblyopia
CAFNet-DG,0,330,riluzole,265,0.47447142111864593,0.7331262779201283,0.8630152897016883,0.6,0.033962264150943396,0.13431505214943756,0.278737034590866,0.5486284776541093,0.39563748626391954,1.0,headache; nausea; diarrhoea; vomiting; asthenia,injury; gastritis; amblyopia; haemoglobin; migraine
CAFNet,0,351,tamoxifen,92,0.5363967946891068,0.8546346283620939,0.7799082337019198,0.8666666666666667,0.14130434782608695,0.15513524789386857,0.1388782048662823,0.6358566666299041,0.17709900318797783,1.0,headache; diarrhoea; vomiting; dizziness; constipation,pancreatitis; hot flush; menopausal symptoms; vaginal discharge; hypercalcaemia
CAFNet-D,0,351,tamoxifen,92,0.44821614608501525,0.8124096211317845,0.8165901947515998,0.8666666666666667,0.14130434782608695,0.11980563330274721,0.05012400535824108,0.5484910686268332,0.093347800917187,1.0,headache; dizziness; vomiting; diarrhoea; asthenia,hot flush; menopausal symptoms; urinary incontinence; vaginal infection; menstrual disorder
CAFNet-DG,0,351,tamoxifen,92,0.516920742863638,0.8521763231466306,0.7799082337019198,0.8666666666666667,0.14130434782608695,0.24480153864997048,0.07068994443610196,0.6184443485647843,0.1598461833139633,1.0,headache; dizziness; vomiting; diarrhoea; asthenia,hot flush; menopausal symptoms; vaginal discharge; menstrual disorder; breast pain
CAFNet,0,359,terbutaline,21,0.6562034401608348,0.9513042627122792,0.8553475075669357,0.6666666666666666,0.47619047619047616,,,0.6605219472212763,0.015133608378983724,0.9333333333333333,tremor; tension; nervousness; headache; dry mouth,chest discomfort; injection site pain; ventricular extrasystoles
CAFNet-D,0,359,terbutaline,21,0.5686890932728658,0.9543385699603582,0.793584067764911,0.5333333333333333,0.38095238095238093,,,0.5708431729971277,0.018126353489921705,1.0,headache; dizziness; nausea; vomiting; asthenia,chest discomfort; injection site pain; ventricular extrasystoles
CAFNet-DG,0,359,terbutaline,21,0.6874239500421893,0.959917780061665,0.9266360779006398,0.7333333333333333,0.5238095238095238,,,0.6902500938591165,0.019636411323304525,1.0,headache; nausea; dizziness; vomiting; dry mouth,chest discomfort; injection site pain; ventricular extrasystoles
CAFNet,0,364,tiagabine,235,0.5041338261819512,0.7523393042356964,0.6083169141195838,0.6,0.03829787234042553,0.053999992198021665,0.19208218676660765,0.6336569737506598,0.3508266487558164,1.0,vomiting; nausea; pain; diarrhoea; asthenia,haemoglobin; gastrointestinal haemorrhage; gastritis; herpes zoster; migraine
CAFNet-D,0,364,tiagabine,235,0.5557174972122099,0.8160513553668041,0.7877736340270853,0.7333333333333333,0.04680851063829787,0.08958175553312854,0.1753992417385861,0.6378194800413445,0.34113106690070905,1.0,nausea; dizziness; vomiting; diarrhoea; asthenia,haemoglobin; vaginal infection; disturbance in sexual arousal; increased appetite; abnormal dreams
CAFNet-DG,0,364,tiagabine,235,0.5616432355111983,0.8235528270680906,0.7241528458281337,0.6666666666666666,0.0425531914893617,0.09956802964320728,0.17962852896774756,0.6390550238976097,0.37725559542584614,1.0,nausea; vomiting; dizziness; diarrhoea; asthenia,haemoglobin; migraine; gastritis; vasodilation procedure; gastrointestinal haemorrhage
CAFNet,0,381,tretinoin,108,0.39676970311745324,0.7928371373630968,0.67269340399873,0.6666666666666666,0.09259259259259259,0.18009798203016075,0.2054390735006773,0.5311780010220424,0.2052568106866374,0.4,pruritus; erythema; pain; dry skin; rash,skin exfoliation; application site pruritus; pain of skin; cheilitis; application site pain
CAFNet-D,0,381,tretinoin,108,0.4150405182870418,0.8014902600117048,0.7917063341896682,0.8,0.1111111111111111,0.11649676313072618,0.27840841857982357,0.535195817404827,0.2101449463901564,1.0,headache; dermatitis; rash; vomiting; pruritus,application site erythema; application site pruritus; application site pain; skin exfoliation; skin irritation
CAFNet-DG,0,381,tretinoin,108,0.4464285096538323,0.8154523033191206,0.8482378089219645,0.8,0.1111111111111111,0.16645510435339245,0.28807176288822406,0.565686843553515,0.23580737150055117,0.6,pruritus; rash; dermatitis; erythema; pain,application site pruritus; skin exfoliation; application site pain; application site erythema; pain of skin
CAFNet,0,382,triamcinolone,22,0.1104678610600801,0.8607369996258885,0.06362078819895167,0.13333333333333333,0.09090909090909091,0.007633587786259542,0.05655577299412916,0.1845386635746261,0.028361803546023755,0.3333333333333333,headache; conjunctivitis; nausea; vomiting; nasal discomfort,nasal discomfort; asthma; oropharyngeal pain; ear infection; oropharyngeal discomfort
CAFNet-D,0,382,triamcinolone,22,0.3483824387270393,0.9231668537224094,0.5326208815196265,0.3333333333333333,0.22727272727272727,0.008264462809917356,0.19372466067336505,0.42418629659039786,0.1061701959013288,1.0,headache; nausea; vomiting; musculoskeletal discomfort; pharyngitis,nasal discomfort; oropharyngeal pain; asthma; tooth disorder; ear infection
CAFNet-DG,0,382,triamcinolone,22,0.2749393796453713,0.9178825289936401,0.4440973278132557,0.2,0.13636363636363635,0.008771929824561403,0.11959349593495934,0.3603087486478973,0.05225766568333096,0.6666666666666666,headache; nausea; vomiting; pharyngitis; conjunctivitis,nasal discomfort; asthma; oropharyngeal pain; ear infection; tooth disorder
CAFNet,0,405,phentolamine,22,0.2583582210304974,0.8403479236812569,0.35940858709698914,0.3333333333333333,0.22727272727272727,,0.007368632472195024,0.2892149334207459,0.08813287546248932,0.8,nasal congestion; dizziness; tachycardia; headache; asthenia,nasal congestion; orthostatic hypotension; angina pectoris; arrhythmia; myocardial infarction
CAFNet-D,0,405,phentolamine,22,0.4037560728213867,0.8865974560419004,0.7859162856301584,0.5333333333333333,0.36363636363636365,,0.0696078431372549,0.44152811552016175,0.06901267923805078,1.0,headache; nausea; vomiting; dizziness; diarrhoea,nasal congestion; injection site pain; procedural pain; orthostatic hypotension; arrhythmia
CAFNet-DG,0,405,phentolamine,22,0.4376915256299123,0.9052562663673774,0.7222954974312067,0.5333333333333333,0.36363636363636365,,0.02982456140350877,0.47835726030953385,0.17403287012655622,1.0,headache; dizziness; nausea; diarrhoea; asthenia,nasal congestion; orthostatic hypotension; arrhythmia; angina pectoris; procedural pain
CAFNet,0,413,sodium.oxybate,36,0.1754210937318744,0.7004755277197865,0.36865805394823986,0.4,0.16666666666666666,0.0045045045045045045,0.010391496776701585,0.2322910355862083,0.021286317373965073,1.0,nausea; vomiting; headache; diarrhoea; dizziness,sleep disorder; disorientation; cystitis noninfective; cystitis; bladder pain
CAFNet-D,0,413,sodium.oxybate,36,0.30647701160055296,0.7461725817675713,0.727329844310522,0.4666666666666667,0.19444444444444445,0.0027548209366391185,0.013679521659285761,0.3566725478597734,0.024940143000580655,1.0,nausea; headache; vomiting; dizziness; diarrhoea,disorientation; muscular weakness; sleep disorder; viral infection; disturbance in attention
CAFNet-DG,0,413,sodium.oxybate,36,0.2760311569575328,0.7482892600324751,0.6117952373568122,0.4666666666666667,0.19444444444444445,0.0027397260273972603,0.013105413105413105,0.32052580655328594,0.031802199424616664,1.0,nausea; headache; vomiting; diarrhoea; dizziness,disorientation; sleep disorder; muscular weakness; disturbance in attention; viral infection
CAFNet,0,420,hydrocodone,17,0.7055958588173733,0.8481546149677884,0.933745776545611,0.7333333333333333,0.6470588235294118,,,0.7141618387992532,,1.0,somnolence; nausea; headache; vomiting; fatigue,
CAFNet-D,0,420,hydrocodone,17,0.5862503210349341,0.9736287554940092,0.7630946912803435,0.6666666666666666,0.5882352941176471,,,0.590010559892536,,1.0,headache; nausea; vomiting; dizziness; abdominal pain,
CAFNet-DG,0,420,hydrocodone,17,0.6897524804091727,0.9718827141911012,0.914856882358379,0.7333333333333333,0.6470588235294118,,,0.6925620933608537,,1.0,nausea; headache; vomiting; dizziness; somnolence,
CAFNet,0,421,sodium.aurothiomalate,6,0.07887592893163817,0.6636302294197031,0.08747171410140814,0.13333333333333333,0.3333333333333333,,0.0038910505836575876,0.09861650360231787,0.0017571190240123285,1.0,dermatitis; rash; thrombocytopenia; leukopenia; proteinuria,proteinuria; protein urine present
CAFNet-D,0,421,sodium.aurothiomalate,6,0.07762721197447847,0.808535762483131,0.1963279042557386,0.13333333333333333,0.3333333333333333,,0.008771929824561403,0.09191207485325131,0.00454937219643102,1.0,dermatitis; rash; thrombocytopenia; leukopenia; protein urine present,protein urine present; proteinuria
CAFNet-DG,0,421,sodium.aurothiomalate,6,0.09328988056233925,0.8012820512820513,0.20865662569078222,0.13333333333333333,0.3333333333333333,,0.006622516556291391,0.11112460604792704,0.0036196621248167637,1.0,dermatitis; rash; thrombocytopenia; leukopenia; protein urine present,protein urine present; proteinuria
CAFNet,0,427,dexrazoxane,23,0.06019181127620633,0.5437693099897014,0.1100458831490401,0.06666666666666667,0.043478260869565216,0.009460865543951598,0.009441172164957332,0.08489955357377504,0.008653379765157154,1.0,pain; diarrhoea; body temperature increased; urticaria; erythema,blood lactate dehydrogenase increased; cardiac failure congestive; extravasation; haemoglobin; sepsis
CAFNet-D,0,427,dexrazoxane,23,0.04960996764618618,0.6028746697711906,0.08514311764162101,0.06666666666666667,0.043478260869565216,0.006250244150162116,0.008287731986099021,0.08425980884820927,0.009824403446724438,1.0,diarrhoea; pain; feeling abnormal; urticaria; discomfort,phlebitis; haemoglobin; blood alkaline phosphatase increased; extravasation; cardiac failure congestive
CAFNet-DG,0,427,dexrazoxane,23,0.056922371478367664,0.6036358751623159,0.06943122193677731,0.13333333333333333,0.08695652173913043,0.00630952380952381,0.008075903524492233,0.08053016124591673,0.009465385843119354,1.0,diarrhoea; pain; urticaria; body temperature increased; erythema,phlebitis; haemoglobin; blood alkaline phosphatase increased; extravasation; cardiac failure congestive
CAFNet,0,428,oxcarbazepine,127,0.5489232808095351,0.8255455957278696,0.9305687780632227,0.9333333333333333,0.11023622047244094,0.025680310794257036,0.167152980157188,0.649431752951612,0.2785484233908323,0.8666666666666667,somnolence; fatigue; asthenia; headache; vertigo,diplopia; ataxia; balance disorder; nervous system disorder; disturbance in attention
CAFNet-D,0,428,oxcarbazepine,127,0.6043881158851047,0.8815264873897684,1.0,1.0,0.11811023622047244,0.038658120427897305,0.214492201576507,0.6745694104971146,0.298994944922649,1.0,headache; nausea; dizziness; vomiting; asthenia,ataxia; mental disability; nervous system disorder; disturbance in attention; balance disorder
CAFNet-DG,0,428,oxcarbazepine,127,0.6153847355817778,0.8842873879519385,1.0,1.0,0.11811023622047244,0.04332999124826877,0.1997053463193101,0.6856966858995214,0.32463328860921503,1.0,headache; nausea; somnolence; asthenia; fatigue,ataxia; diplopia; balance disorder; nervous system disorder; mental disability
CAFNet,0,429,gonadorelin,24,0.2100978871382965,0.9054123711340206,0.2816575879096919,0.26666666666666666,0.16666666666666666,0.1638888888888889,0.1,0.25569739403196146,0.05424584655525275,0.7333333333333333,headache; diarrhoea; nausea; pain; asthenia,breast pain; ovarian cyst; pelvic pain; injection site reaction; ovarian disorder
CAFNet-D,0,429,gonadorelin,24,0.38165858173925726,0.9043814432989691,0.6618313225363276,0.4666666666666667,0.2916666666666667,0.12198879551820728,0.137987012987013,0.4542595361391683,0.10148518852410815,1.0,headache; nausea; asthenia; fatigue; vomiting,breast pain; pelvic pain; injection site reaction; ovarian cyst; dysmenorrhoea
CAFNet-DG,0,429,gonadorelin,24,0.39968708808788805,0.910180412371134,0.7084409501232899,0.4666666666666667,0.2916666666666667,0.15718954248366013,0.12941176470588237,0.4766347874321154,0.07469466731901132,0.8666666666666667,headache; nausea; asthenia; diarrhoea; fatigue,breast pain; ovarian cyst; pelvic pain; injection site reaction; dysmenorrhoea
CAFNet,0,442,misoprostol,10,0.11629186454836933,0.6673780487804879,0.1794771050858174,0.2,0.3,,,0.12574809890692057,0.002326490570197664,0.7333333333333333,headache; nausea; vomiting; dyspepsia; constipation,menorrhagia; dysmenorrhoea; menstrual disorder
CAFNet-D,0,442,misoprostol,10,0.37929876131668266,0.8274390243902439,0.4690000933206748,0.26666666666666666,0.4,,,0.38655738238231263,0.005918254404984189,1.0,nausea; headache; vomiting; constipation; dyspepsia,dysmenorrhoea; menorrhagia; menstrual disorder
CAFNet-DG,0,442,misoprostol,10,0.3272672756555156,0.7960365853658536,0.4537425745411855,0.2,0.3,,,0.3342978369614667,0.004114012865640235,0.9333333333333333,headache; nausea; vomiting; constipation; dyspepsia,dysmenorrhoea; menorrhagia; menstrual disorder
CAFNet,0,444,atracurium,5,0.030896750308515016,0.8679474216380182,0.0,0.0,0.0,,,0.033368684282052835,0.020833333333333332,1.0,flushing; pruritus; wheezing; erythema; urticaria,wheezing
CAFNet-D,0,444,atracurium,5,0.02616437849656978,0.8357937310414559,0.0,0.0,0.0,,,0.03628318911910243,0.005154639175257732,0.8,flushing; urticaria; pruritus; wheezing; erythema,wheezing
CAFNet-DG,0,444,atracurium,5,0.036522699701146515,0.8695652173913044,0.0,0.06666666666666667,0.2,,,0.04110815371116879,0.008620689655172414,0.9333333333333333,flushing; pruritus; urticaria; wheezing; erythema,wheezing
CAFNet,0,446,naftifine,6,0.05133354696676595,0.8810728744939271,0.0,0.0,0.0,0.007692307692307693,,0.061682404166310933,0.002577319587628866,0.9333333333333333,pain; pruritus; dermatitis; erythema; rash,pain of skin
CAFNet-D,0,446,naftifine,6,0.09161309239142812,0.8404183535762483,0.0,0.13333333333333333,0.3333333333333333,0.006172839506172839,,0.10975271512113619,0.0017985611510791368,1.0,dermatitis; rash; pruritus; pain; erythema,pain of skin
CAFNet-DG,0,446,naftifine,6,0.06636290432149247,0.8608299595141701,0.0,0.0,0.0,0.006535947712418301,,0.07863074159429659,0.0018726591760299626,1.0,dermatitis; rash; pruritus; pain; erythema,pain of skin
CAFNet,0,463,esmolol,20,0.3211598814710355,0.7719199178644763,0.6311443278613471,0.4666666666666667,0.35,0.005499224290780142,0.01634671320535195,0.4024941985902092,0.011882731614719349,0.8666666666666667,hypotension; asthenia; fatigue; headache; nausea,abdominal discomfort; inflammation; mental disability; peripheral ischaemia; induration
CAFNet-D,0,463,esmolol,20,0.4221879669990653,0.8832135523613963,0.7720617383222416,0.5333333333333333,0.4,0.04941176470588235,0.013657684171801712,0.5339002287916761,0.023708555985050075,1.0,nausea; headache; dizziness; vomiting; asthenia,abdominal discomfort; peripheral ischaemia; mental disability; pleuritic pain; thinking abnormal
CAFNet-DG,0,463,esmolol,20,0.4629614338314718,0.8726386036960986,0.8643145546088338,0.5333333333333333,0.4,0.0393939393939394,0.015867066466766618,0.5764251431072969,0.02187841133150626,1.0,headache; nausea; dizziness; asthenia; hypotension,abdominal discomfort; peripheral ischaemia; mental disability; inflammation; pleuritic pain
CAFNet,0,472,temoporfin,22,0.17401805096472478,0.708660680882903,0.4272444952678763,0.3333333333333333,0.22727272727272727,0.008928571428571428,0.014819423704441125,0.21629294092360105,0.02544358148791184,0.9333333333333333,nausea; vomiting; constipation; pain; dizziness,haemoglobin; skin exfoliation; burning sensation; dysphagia; mouth ulceration
CAFNet-D,0,472,temoporfin,22,0.17502389501942522,0.8727553310886644,0.32730659600127,0.2,0.13636363636363635,0.1,0.08429029588247464,0.22343704485976892,0.07067933865574444,0.7333333333333333,nausea; vomiting; dizziness; constipation; pain,burning sensation; sunburn; blister; injection site reaction; dermatitis bullous
CAFNet-DG,0,472,temoporfin,22,0.22611709971650126,0.87102506546951,0.412449713642891,0.3333333333333333,0.22727272727272727,0.2,0.18792682926829268,0.2610132857262889,0.06521649553024397,1.0,nausea; vomiting; dizziness; constipation; pain,burning sensation; haemoglobin; skin exfoliation; sunburn; mouth ulceration
